nome_projeto,tempo_execucao_meses,custo_total_mil_reais,recursos_humanos,complexidade_tecnica,grau_inovacao,setor_atuacao,risco,viavel
Projeto_422,15,111,7,Média,Médio,Saúde,Médio,1
Projeto_423,21,278,5,Baixa,Alto,Tecnologia,Médio,1
Projeto_424,9,864,25,Alta,Médio,Financeiro,Alto,0
Projeto_425,11,656,14,Média,Médio,Industrial,Baixo,1
Projeto_426,21,84,28,Alta,Alto,Industrial,Alto,0
Projeto_427,15,754,14,Média,Médio,Financeiro,Baixo,0
Projeto_428,10,505,28,Alta,Médio,Tecnologia,Médio,1
Projeto_429,20,637,12,Baixa,Médio,Financeiro,Médio,1
Projeto_430,4,940,6,Média,Médio,Saúde,Médio,0
Projeto_431,20,551,2,Alta,Baixo,Saúde,Alto,1
Projeto_432,20,810,10,Baixa,Alto,Financeiro,Médio,1
Projeto_433,13,644,18,Baixa,Médio,Tecnologia,Médio,0
Projeto_434,3,74,23,Média,Baixo,Industrial,Alto,1
Projeto_435,16,618,2,Alta,Médio,Saúde,Baixo,0
Projeto_436,18,81,4,Baixa,Baixo,Saúde,Alto,1
Projeto_437,13,880,16,Alta,Baixo,Tecnologia,Médio,1
Projeto_438,3,61,27,Média,Médio,Saúde,Médio,1
Projeto_439,9,368,22,Média,Alto,Saúde,Baixo,1
Projeto_440,18,894,27,Alta,Alto,Tecnologia,Médio,0
Projeto_441,16,653,24,Média,Alto,Financeiro,Baixo,1
Projeto_442,17,50,11,Baixa,Alto,Industrial,Baixo,1
Projeto_443,16,484,9,Baixa,Baixo,Industrial,Baixo,1
Projeto_444,23,887,13,Média,Baixo,Saúde,Médio,1
Projeto_445,13,185,26,Média,Alto,Industrial,Médio,1
Projeto_446,18,245,23,Alta,Baixo,Financeiro,Alto,1
Projeto_447,21,182,16,Média,Médio,Saúde,Baixo,0
Projeto_448,19,135,28,Média,Médio,Industrial,Médio,0
Projeto_449,8,525,10,Média,Baixo,Educação,Médio,1
Projeto_450,13,856,25,Baixa,Alto,Educação,Médio,1
Projeto_451,19,840,26,Baixa,Médio,Educação,Alto,1
Projeto_452,11,373,11,Alta,Médio,Educação,Médio,0
Projeto_453,20,229,21,Baixa,Alto,Educação,Alto,0
Projeto_454,19,565,10,Baixa,Médio,Saúde,Médio,1
Projeto_455,14,687,16,Média,Baixo,Tecnologia,Médio,1
Projeto_456,7,224,24,Média,Médio,Tecnologia,Médio,1
Projeto_457,13,812,22,Alta,Alto,Saúde,Alto,0
Projeto_458,6,70,22,Baixa,Médio,Saúde,Alto,0
Projeto_459,6,154,2,Baixa,Médio,Financeiro,Médio,1
Projeto_460,5,627,3,Média,Médio,Tecnologia,Alto,0
Projeto_461,19,492,27,Média,Baixo,Educação,Baixo,1
Projeto_462,9,824,20,Média,Alto,Saúde,Alto,1
Projeto_463,6,98,15,Média,Alto,Educação,Baixo,0
Projeto_464,15,577,9,Alta,Baixo,Tecnologia,Baixo,0
Projeto_465,14,194,7,Alta,Baixo,Industrial,Baixo,0
Projeto_466,3,389,13,Baixa,Alto,Industrial,Alto,1
Projeto_467,23,811,27,Média,Alto,Saúde,Alto,0
Projeto_468,21,904,28,Média,Alto,Financeiro,Alto,0
Projeto_469,23,403,16,Alta,Alto,Educação,Alto,1
Projeto_470,22,124,15,Alta,Médio,Saúde,Médio,0
Projeto_471,20,851,22,Baixa,Médio,Financeiro,Alto,1
Projeto_472,13,978,2,Média,Médio,Educação,Alto,0
Projeto_473,22,843,29,Média,Baixo,Tecnologia,Médio,1
Projeto_474,5,627,12,Baixa,Médio,Industrial,Baixo,0
Projeto_475,19,686,29,Baixa,Médio,Financeiro,Médio,0
Projeto_476,14,368,26,Média,Médio,Educação,Alto,1
Projeto_477,12,136,4,Média,Médio,Saúde,Alto,0
Projeto_478,10,602,20,Baixa,Médio,Educação,Alto,1
Projeto_479,17,747,19,Média,Baixo,Saúde,Alto,0
Projeto_480,7,915,21,Baixa,Baixo,Industrial,Alto,1
Projeto_481,6,941,29,Média,Baixo,Industrial,Médio,1
Projeto_482,23,896,3,Média,Baixo,Educação,Médio,0
Projeto_483,22,827,26,Baixa,Alto,Educação,Baixo,0
Projeto_484,21,832,29,Média,Baixo,Saúde,Médio,1
Projeto_485,23,91,27,Baixa,Baixo,Saúde,Médio,1
Projeto_486,6,142,8,Média,Médio,Financeiro,Alto,0
Projeto_487,17,746,9,Baixa,Médio,Financeiro,Médio,1
Projeto_488,19,776,20,Média,Baixo,Financeiro,Baixo,0
Projeto_489,14,556,23,Baixa,Médio,Educação,Baixo,0
Projeto_490,5,578,16,Média,Médio,Financeiro,Médio,1
Projeto_491,12,314,11,Média,Baixo,Educação,Médio,1
Projeto_492,17,675,23,Baixa,Baixo,Industrial,Médio,1
Projeto_493,12,341,2,Média,Alto,Tecnologia,Baixo,0
Projeto_494,20,513,7,Baixa,Alto,Industrial,Médio,0
Projeto_495,3,853,14,Média,Médio,Educação,Baixo,1
Projeto_496,5,609,15,Baixa,Baixo,Educação,Médio,0
Projeto_497,23,868,4,Média,Médio,Tecnologia,Médio,0
Projeto_498,14,146,12,Média,Médio,Saúde,Médio,0
Projeto_499,3,936,4,Alta,Baixo,Saúde,Médio,1
Projeto_500,5,144,20,Média,Médio,Saúde,Baixo,0
Projeto_501,5,375,11,Média,Médio,Financeiro,Alto,0
Projeto_502,7,123,28,Média,Baixo,Saúde,Médio,1
Projeto_503,21,385,16,Alta,Médio,Financeiro,Baixo,1
Projeto_504,3,117,12,Média,Alto,Financeiro,Baixo,0
Projeto_505,6,807,16,Baixa,Baixo,Saúde,Médio,1
Projeto_506,6,967,27,Alta,Alto,Saúde,Baixo,0
Projeto_507,19,126,28,Média,Baixo,Tecnologia,Baixo,1
Projeto_508,16,257,25,Alta,Alto,Tecnologia,Médio,1
Projeto_509,20,933,14,Alta,Baixo,Financeiro,Médio,0
Projeto_510,3,815,6,Baixa,Baixo,Tecnologia,Médio,0
Projeto_511,18,270,5,Média,Médio,Financeiro,Médio,1
Projeto_512,5,311,14,Baixa,Médio,Educação,Baixo,1
Projeto_513,23,459,10,Baixa,Alto,Financeiro,Alto,1
Projeto_514,11,380,26,Baixa,Baixo,Financeiro,Baixo,0
Projeto_515,6,393,18,Média,Baixo,Tecnologia,Médio,0
Projeto_516,23,820,3,Baixa,Médio,Educação,Baixo,0
Projeto_517,7,869,25,Baixa,Médio,Industrial,Alto,0
Projeto_518,13,123,6,Média,Baixo,Industrial,Médio,1
Projeto_519,23,686,17,Baixa,Médio,Industrial,Baixo,1
Projeto_520,11,749,8,Baixa,Médio,Educação,Médio,0
Projeto_521,5,303,2,Baixa,Alto,Saúde,Baixo,0
Projeto_522,8,882,29,Média,Alto,Educação,Médio,1
Projeto_523,13,869,27,Média,Baixo,Tecnologia,Médio,0
Projeto_524,11,796,13,Baixa,Médio,Financeiro,Baixo,1
Projeto_525,17,811,22,Alta,Baixo,Financeiro,Médio,1
Projeto_526,5,381,12,Média,Médio,Tecnologia,Baixo,1
Projeto_527,3,447,13,Média,Médio,Tecnologia,Médio,1
Projeto_528,22,394,20,Média,Alto,Financeiro,Médio,1
Projeto_529,21,633,27,Média,Médio,Saúde,Médio,0
Projeto_530,16,796,13,Média,Alto,Saúde,Alto,1
Projeto_531,19,885,13,Baixa,Alto,Saúde,Baixo,0
Projeto_532,16,717,15,Baixa,Alto,Tecnologia,Alto,0
Projeto_533,19,504,3,Alta,Alto,Financeiro,Médio,1
Projeto_534,16,955,3,Baixa,Médio,Financeiro,Baixo,0
Projeto_535,14,164,26,Média,Baixo,Financeiro,Médio,0
Projeto_536,18,362,5,Alta,Baixo,Educação,Médio,0
Projeto_537,3,277,21,Média,Baixo,Educação,Médio,0
Projeto_538,15,883,24,Média,Médio,Industrial,Baixo,1
Projeto_539,8,907,27,Média,Médio,Educação,Baixo,0
Projeto_540,19,294,17,Baixa,Médio,Saúde,Médio,1
Projeto_541,14,867,11,Média,Alto,Saúde,Médio,1
Projeto_542,21,575,14,Média,Alto,Saúde,Médio,1
Projeto_543,8,577,3,Alta,Baixo,Saúde,Baixo,1
Projeto_544,9,999,4,Alta,Baixo,Industrial,Alto,1
Projeto_545,3,476,20,Alta,Médio,Saúde,Alto,0
Projeto_546,3,91,7,Alta,Baixo,Tecnologia,Baixo,1
Projeto_547,7,514,20,Média,Médio,Tecnologia,Baixo,1
Projeto_548,8,671,28,Média,Médio,Tecnologia,Alto,1
Projeto_549,18,327,22,Média,Médio,Educação,Alto,1
Projeto_550,18,885,21,Média,Alto,Financeiro,Médio,0
Projeto_551,16,68,20,Alta,Alto,Industrial,Alto,1
Projeto_552,3,115,9,Baixa,Baixo,Tecnologia,Médio,0
Projeto_553,15,216,15,Alta,Médio,Tecnologia,Baixo,0
Projeto_554,22,634,11,Alta,Médio,Saúde,Médio,0
Projeto_555,12,452,4,Alta,Baixo,Tecnologia,Médio,1
Projeto_556,12,961,7,Alta,Baixo,Saúde,Alto,1
Projeto_557,11,871,16,Baixa,Médio,Saúde,Baixo,1
Projeto_558,15,458,24,Baixa,Baixo,Financeiro,Médio,1
Projeto_559,5,161,24,Baixa,Baixo,Educação,Médio,0
Projeto_560,20,323,19,Baixa,Médio,Saúde,Médio,1
Projeto_561,22,456,15,Média,Médio,Saúde,Médio,1
Projeto_562,4,422,20,Alta,Baixo,Financeiro,Alto,1
Projeto_563,19,646,29,Alta,Baixo,Saúde,Médio,1
Projeto_564,21,700,27,Média,Alto,Industrial,Médio,1
Projeto_565,15,88,11,Baixa,Baixo,Educação,Alto,1
Projeto_566,15,154,16,Baixa,Alto,Industrial,Baixo,0
Projeto_567,3,373,5,Baixa,Médio,Tecnologia,Alto,1
Projeto_568,4,842,24,Média,Baixo,Educação,Médio,1
Projeto_569,3,463,3,Média,Baixo,Tecnologia,Médio,0
Projeto_570,7,478,4,Baixa,Baixo,Saúde,Médio,1
Projeto_571,5,684,8,Média,Baixo,Financeiro,Alto,0
Projeto_572,9,779,24,Baixa,Baixo,Industrial,Baixo,1
Projeto_573,15,938,17,Média,Médio,Tecnologia,Médio,1
Projeto_574,20,110,11,Média,Baixo,Saúde,Médio,1
Projeto_575,23,661,20,Média,Médio,Industrial,Baixo,1
Projeto_576,9,356,29,Média,Médio,Industrial,Médio,0
Projeto_577,3,403,18,Alta,Baixo,Tecnologia,Alto,0
Projeto_578,7,442,29,Baixa,Baixo,Saúde,Alto,1
Projeto_579,19,253,20,Média,Baixo,Financeiro,Médio,0
Projeto_580,10,307,6,Média,Baixo,Tecnologia,Médio,1
Projeto_581,17,535,24,Média,Médio,Industrial,Médio,0
Projeto_582,22,566,21,Alta,Baixo,Industrial,Baixo,0
Projeto_583,6,495,14,Média,Médio,Educação,Alto,1
Projeto_584,4,758,14,Média,Médio,Saúde,Alto,1
Projeto_585,7,229,12,Baixa,Médio,Educação,Alto,0
Projeto_586,3,391,12,Média,Médio,Financeiro,Médio,0
Projeto_587,7,182,17,Baixa,Médio,Tecnologia,Médio,0
Projeto_588,8,492,16,Baixa,Baixo,Industrial,Baixo,1
Projeto_589,4,885,18,Média,Baixo,Saúde,Médio,0
Projeto_590,3,302,23,Média,Médio,Industrial,Médio,1
Projeto_591,6,314,19,Baixa,Baixo,Educação,Alto,1
Projeto_592,9,142,29,Média,Médio,Educação,Alto,1
Projeto_593,3,711,20,Média,Médio,Tecnologia,Alto,0
Projeto_594,3,460,5,Baixa,Médio,Saúde,Alto,1
Projeto_595,10,187,23,Média,Médio,Saúde,Baixo,1
Projeto_596,22,257,23,Média,Médio,Tecnologia,Médio,0
Projeto_597,18,686,24,Média,Médio,Educação,Baixo,0
Projeto_598,23,795,6,Média,Médio,Educação,Baixo,1
Projeto_599,15,622,8,Média,Médio,Educação,Médio,0
Projeto_600,20,356,3,Média,Médio,Industrial,Médio,1
Projeto_601,22,315,2,Alta,Alto,Financeiro,Médio,1
Projeto_602,12,695,13,Média,Médio,Educação,Baixo,1
Projeto_603,14,367,11,Baixa,Médio,Financeiro,Baixo,1
Projeto_604,3,162,9,Média,Médio,Financeiro,Baixo,1
Projeto_605,12,950,2,Alta,Médio,Saúde,Baixo,0
Projeto_606,11,427,13,Baixa,Baixo,Tecnologia,Baixo,0
Projeto_607,5,503,3,Alta,Alto,Industrial,Médio,1
Projeto_608,21,240,28,Alta,Baixo,Financeiro,Alto,1
Projeto_609,11,940,29,Baixa,Médio,Industrial,Médio,1
Projeto_610,12,489,11,Alta,Médio,Saúde,Médio,1
Projeto_611,21,236,23,Média,Alto,Educação,Baixo,0
Projeto_612,18,880,18,Alta,Baixo,Financeiro,Alto,0
Projeto_613,20,416,27,Média,Médio,Tecnologia,Médio,0
Projeto_614,16,138,4,Média,Médio,Saúde,Alto,0
Projeto_615,5,236,8,Média,Baixo,Industrial,Alto,1
Projeto_616,4,868,13,Média,Baixo,Educação,Alto,1
Projeto_617,3,995,9,Baixa,Médio,Industrial,Baixo,1
Projeto_618,20,181,21,Média,Médio,Tecnologia,Médio,1
Projeto_619,11,921,13,Baixa,Baixo,Financeiro,Baixo,0
Projeto_620,15,684,4,Média,Médio,Tecnologia,Baixo,0
Projeto_621,4,609,18,Média,Médio,Industrial,Baixo,0
Projeto_622,9,849,29,Média,Médio,Industrial,Alto,1
Projeto_623,18,425,10,Média,Alto,Tecnologia,Alto,1
Projeto_624,23,740,11,Baixa,Médio,Tecnologia,Baixo,1
Projeto_625,21,741,23,Baixa,Alto,Tecnologia,Médio,1
Projeto_626,17,148,7,Baixa,Alto,Educação,Alto,0
Projeto_627,13,891,26,Média,Baixo,Industrial,Médio,0
Projeto_628,3,83,2,Alta,Baixo,Saúde,Médio,1
Projeto_629,23,981,23,Baixa,Médio,Educação,Médio,0
Projeto_630,9,631,13,Alta,Médio,Educação,Médio,1
Projeto_631,22,220,6,Média,Médio,Educação,Médio,1
Projeto_632,10,415,14,Média,Médio,Saúde,Médio,0
Projeto_633,12,833,28,Média,Médio,Tecnologia,Médio,1
Projeto_634,7,108,16,Alta,Médio,Industrial,Baixo,1
Projeto_635,11,230,23,Baixa,Baixo,Financeiro,Médio,1
Projeto_636,3,68,12,Média,Alto,Financeiro,Baixo,0
Projeto_637,4,275,9,Média,Baixo,Industrial,Médio,1
Projeto_638,21,522,6,Média,Alto,Saúde,Baixo,1
Projeto_639,16,144,3,Alta,Baixo,Financeiro,Alto,1
Projeto_640,22,930,13,Baixa,Alto,Educação,Médio,0
Projeto_641,12,346,29,Média,Baixo,Financeiro,Médio,1
Projeto_642,11,642,3,Média,Baixo,Industrial,Alto,1
Projeto_643,12,224,27,Média,Baixo,Educação,Alto,1
Projeto_644,8,271,17,Média,Médio,Financeiro,Alto,1
Projeto_645,19,664,22,Média,Alto,Industrial,Médio,1
Projeto_646,8,103,4,Alta,Médio,Saúde,Baixo,1
Projeto_647,6,744,11,Média,Alto,Industrial,Alto,0
Projeto_648,22,912,20,Alta,Médio,Saúde,Alto,1
Projeto_649,5,452,9,Média,Médio,Educação,Alto,0
Projeto_650,21,367,8,Baixa,Alto,Industrial,Médio,1
Projeto_651,20,916,2,Baixa,Baixo,Tecnologia,Médio,1
Projeto_652,6,398,13,Baixa,Baixo,Tecnologia,Baixo,0
Projeto_653,10,492,29,Média,Alto,Tecnologia,Médio,1
Projeto_654,19,882,6,Média,Alto,Tecnologia,Baixo,1
Projeto_655,7,629,17,Média,Alto,Tecnologia,Baixo,0
Projeto_656,15,589,26,Média,Alto,Saúde,Médio,1
Projeto_657,3,835,5,Baixa,Baixo,Industrial,Médio,0
Projeto_658,15,331,18,Baixa,Alto,Educação,Baixo,1
Projeto_659,6,409,25,Baixa,Médio,Tecnologia,Alto,1
Projeto_660,16,964,22,Média,Alto,Tecnologia,Alto,1
Projeto_661,5,872,3,Baixa,Médio,Educação,Médio,1
Projeto_662,7,680,13,Baixa,Médio,Educação,Médio,1
Projeto_663,9,941,2,Alta,Médio,Tecnologia,Alto,0
Projeto_664,3,695,13,Alta,Baixo,Saúde,Baixo,1
Projeto_665,14,690,13,Baixa,Baixo,Educação,Médio,1
Projeto_666,13,57,13,Média,Alto,Industrial,Baixo,1
Projeto_667,10,612,20,Média,Alto,Industrial,Médio,1
Projeto_668,8,540,26,Média,Baixo,Saúde,Médio,1
Projeto_669,4,390,18,Média,Médio,Financeiro,Médio,1
Projeto_670,21,521,21,Baixa,Médio,Saúde,Baixo,0
Projeto_671,22,842,25,Média,Médio,Tecnologia,Baixo,1
Projeto_672,22,736,25,Média,Baixo,Financeiro,Médio,1
Projeto_673,16,744,27,Baixa,Alto,Tecnologia,Médio,0
Projeto_674,3,753,29,Média,Médio,Industrial,Médio,1
Projeto_675,12,298,12,Média,Médio,Educação,Médio,1
Projeto_676,18,284,14,Média,Médio,Tecnologia,Médio,1
Projeto_677,6,132,28,Baixa,Baixo,Industrial,Baixo,1
Projeto_678,13,142,9,Média,Médio,Saúde,Baixo,1
Projeto_679,18,934,11,Baixa,Baixo,Tecnologia,Médio,1
Projeto_680,22,443,9,Média,Baixo,Industrial,Médio,1
Projeto_681,3,873,21,Baixa,Médio,Educação,Baixo,0
Projeto_682,18,317,9,Baixa,Alto,Tecnologia,Baixo,1
Projeto_683,21,466,10,Média,Médio,Industrial,Médio,1
Projeto_684,23,681,8,Média,Baixo,Tecnologia,Baixo,1
Projeto_685,11,632,15,Alta,Médio,Educação,Médio,1
Projeto_686,11,578,29,Média,Alto,Tecnologia,Médio,0
Projeto_687,11,302,3,Baixa,Médio,Tecnologia,Baixo,0
Projeto_688,19,171,26,Média,Alto,Industrial,Baixo,1
Projeto_689,14,941,12,Média,Médio,Financeiro,Alto,1
Projeto_690,15,59,9,Baixa,Médio,Tecnologia,Médio,1
Projeto_691,10,848,14,Alta,Baixo,Financeiro,Médio,1
Projeto_692,18,365,22,Baixa,Baixo,Saúde,Médio,0
Projeto_693,20,887,16,Alta,Baixo,Tecnologia,Médio,0
Projeto_694,3,322,29,Alta,Médio,Financeiro,Alto,1
Projeto_695,3,355,4,Média,Alto,Saúde,Médio,0
Projeto_696,14,854,24,Alta,Alto,Industrial,Baixo,1
Projeto_697,8,259,15,Média,Baixo,Tecnologia,Médio,0
Projeto_698,11,779,16,Baixa,Baixo,Industrial,Médio,1
Projeto_699,7,802,3,Média,Baixo,Saúde,Médio,0
Projeto_700,18,935,20,Baixa,Baixo,Industrial,Médio,0
Projeto_701,20,513,13,Média,Médio,Industrial,Alto,1
Projeto_702,19,761,26,Média,Alto,Educação,Médio,1
Projeto_703,20,777,21,Média,Alto,Saúde,Baixo,0
Projeto_704,3,766,5,Média,Médio,Industrial,Baixo,1
Projeto_705,21,974,4,Média,Alto,Financeiro,Médio,0
Projeto_706,10,465,6,Alta,Médio,Saúde,Baixo,1
Projeto_707,5,265,4,Baixa,Baixo,Educação,Médio,0
Projeto_708,7,129,26,Média,Médio,Tecnologia,Médio,0
Projeto_709,10,828,16,Baixa,Médio,Industrial,Médio,1
Projeto_710,21,529,20,Média,Médio,Financeiro,Alto,0
Projeto_711,20,951,3,Baixa,Baixo,Educação,Médio,1
Projeto_712,20,940,13,Média,Baixo,Saúde,Baixo,0
Projeto_713,23,596,6,Baixa,Baixo,Industrial,Baixo,1
Projeto_714,3,850,23,Baixa,Alto,Educação,Médio,0
Projeto_715,17,67,18,Alta,Médio,Educação,Baixo,0
Projeto_716,20,214,15,Baixa,Médio,Financeiro,Médio,0
Projeto_717,9,574,29,Média,Médio,Tecnologia,Baixo,1
Projeto_718,18,251,28,Baixa,Baixo,Tecnologia,Médio,1
Projeto_719,18,790,23,Média,Médio,Tecnologia,Alto,1
Projeto_720,17,395,11,Média,Alto,Saúde,Baixo,1
Projeto_721,8,415,4,Média,Médio,Educação,Médio,1
Projeto_722,11,497,5,Baixa,Alto,Saúde,Médio,1
Projeto_723,9,562,7,Média,Baixo,Educação,Médio,0
Projeto_724,16,368,25,Média,Baixo,Financeiro,Médio,0
Projeto_725,13,266,26,Média,Alto,Financeiro,Médio,1
Projeto_726,23,83,23,Média,Alto,Saúde,Médio,1
Projeto_727,18,920,17,Média,Alto,Saúde,Médio,0
Projeto_728,8,315,8,Baixa,Médio,Financeiro,Médio,1
Projeto_729,18,689,16,Baixa,Alto,Industrial,Baixo,1
Projeto_730,22,773,22,Baixa,Alto,Tecnologia,Médio,1
Projeto_731,18,824,29,Baixa,Alto,Tecnologia,Alto,0
Projeto_732,14,873,26,Baixa,Médio,Financeiro,Alto,1
Projeto_733,19,129,21,Média,Baixo,Tecnologia,Alto,0
Projeto_734,7,726,27,Média,Alto,Industrial,Médio,0
Projeto_735,15,462,12,Alta,Médio,Industrial,Médio,1
Projeto_736,10,301,23,Baixa,Médio,Educação,Médio,0
Projeto_737,7,61,22,Média,Médio,Saúde,Médio,0
Projeto_738,14,450,2,Alta,Médio,Tecnologia,Médio,0
Projeto_739,11,865,6,Média,Médio,Industrial,Médio,1
Projeto_740,5,773,14,Baixa,Baixo,Saúde,Médio,0
Projeto_741,5,331,22,Baixa,Alto,Saúde,Médio,0
Projeto_742,3,161,15,Baixa,Médio,Educação,Médio,1
Projeto_743,20,772,10,Média,Médio,Saúde,Baixo,1
Projeto_744,14,427,18,Média,Baixo,Saúde,Baixo,1
Projeto_745,11,800,16,Baixa,Baixo,Financeiro,Alto,0
Projeto_746,11,317,22,Baixa,Baixo,Educação,Médio,0
Projeto_747,20,966,8,Média,Médio,Educação,Médio,1
Projeto_748,20,347,28,Média,Baixo,Tecnologia,Médio,0
Projeto_749,9,366,23,Média,Alto,Saúde,Médio,1
Projeto_750,6,619,23,Média,Baixo,Tecnologia,Baixo,1
Projeto_751,15,558,13,Média,Baixo,Industrial,Médio,0
Projeto_752,19,999,24,Baixa,Baixo,Saúde,Médio,1
Projeto_753,4,595,7,Média,Baixo,Industrial,Médio,0
Projeto_754,16,824,22,Média,Médio,Financeiro,Médio,1
Projeto_755,5,414,17,Alta,Alto,Saúde,Baixo,1
Projeto_756,7,596,27,Baixa,Médio,Tecnologia,Médio,1
Projeto_757,16,320,6,Média,Baixo,Tecnologia,Baixo,0
Projeto_758,5,523,10,Média,Baixo,Saúde,Médio,0
Projeto_759,9,788,15,Média,Médio,Tecnologia,Médio,0
Projeto_760,20,586,9,Baixa,Alto,Saúde,Alto,0
Projeto_761,15,283,15,Média,Baixo,Educação,Médio,1
Projeto_762,12,108,13,Alta,Médio,Tecnologia,Médio,1
Projeto_763,15,300,11,Média,Médio,Saúde,Médio,1
Projeto_764,18,896,21,Média,Baixo,Saúde,Médio,1
Projeto_765,11,135,21,Baixa,Médio,Tecnologia,Baixo,1
Projeto_766,4,812,27,Baixa,Baixo,Educação,Médio,1
Projeto_767,7,439,22,Média,Médio,Tecnologia,Alto,0
Projeto_768,19,229,14,Alta,Baixo,Saúde,Baixo,1
Projeto_769,6,768,20,Alta,Médio,Educação,Médio,1
Projeto_770,19,905,16,Média,Baixo,Industrial,Alto,1
Projeto_771,11,198,9,Média,Alto,Financeiro,Médio,1
Projeto_772,22,632,24,Alta,Baixo,Tecnologia,Médio,1
Projeto_773,4,170,22,Média,Alto,Saúde,Médio,0
Projeto_774,20,814,11,Média,Alto,Educação,Médio,1
Projeto_775,23,654,4,Baixa,Alto,Educação,Médio,0
Projeto_776,13,305,22,Média,Médio,Industrial,Médio,1
Projeto_777,15,815,4,Média,Médio,Tecnologia,Alto,1
Projeto_778,10,913,27,Alta,Baixo,Educação,Baixo,1
Projeto_779,3,849,6,Média,Baixo,Industrial,Médio,1
Projeto_780,19,358,17,Baixa,Médio,Saúde,Baixo,1
Projeto_781,14,108,18,Média,Baixo,Industrial,Baixo,0
Projeto_782,6,118,7,Alta,Alto,Tecnologia,Médio,0
Projeto_783,23,495,27,Média,Baixo,Industrial,Médio,1
Projeto_784,15,437,21,Baixa,Médio,Educação,Baixo,0
Projeto_785,11,135,21,Baixa,Médio,Educação,Baixo,0
Projeto_786,9,835,17,Média,Médio,Financeiro,Médio,0
Projeto_787,7,276,25,Média,Médio,Industrial,Alto,1
Projeto_788,7,642,3,Média,Baixo,Saúde,Médio,0
Projeto_789,19,675,21,Baixa,Médio,Tecnologia,Baixo,1
Projeto_790,11,233,16,Alta,Baixo,Financeiro,Alto,1
Projeto_791,8,841,19,Baixa,Alto,Industrial,Médio,1
Projeto_792,21,371,2,Baixa,Médio,Saúde,Alto,0
Projeto_793,18,958,27,Média,Alto,Financeiro,Médio,1
Projeto_794,23,367,20,Média,Baixo,Educação,Médio,1
Projeto_795,4,615,13,Baixa,Baixo,Tecnologia,Alto,1
Projeto_796,12,448,9,Baixa,Baixo,Industrial,Baixo,1
Projeto_797,18,758,7,Baixa,Baixo,Saúde,Alto,1
Projeto_798,7,948,13,Média,Baixo,Educação,Alto,0
Projeto_799,17,342,8,Média,Médio,Financeiro,Alto,1
Projeto_800,15,342,19,Média,Baixo,Tecnologia,Médio,0
Projeto_801,15,534,23,Média,Médio,Financeiro,Baixo,0
Projeto_802,15,948,15,Média,Alto,Financeiro,Médio,1
Projeto_803,17,496,9,Baixa,Médio,Saúde,Alto,1
Projeto_804,16,852,25,Alta,Baixo,Educação,Médio,0
Projeto_805,10,741,21,Alta,Baixo,Industrial,Médio,1
Projeto_806,13,941,23,Baixa,Médio,Saúde,Médio,1
Projeto_807,20,461,15,Baixa,Baixo,Tecnologia,Médio,0
Projeto_808,6,557,6,Baixa,Médio,Financeiro,Baixo,1
Projeto_809,12,783,10,Baixa,Baixo,Tecnologia,Médio,0
Projeto_810,3,835,9,Média,Alto,Saúde,Alto,0
Projeto_811,7,939,3,Média,Médio,Saúde,Baixo,0
Projeto_812,15,293,29,Média,Médio,Industrial,Alto,0
Projeto_813,3,469,17,Média,Baixo,Financeiro,Médio,0
Projeto_814,10,978,14,Média,Baixo,Saúde,Médio,0
Projeto_815,5,203,8,Média,Médio,Tecnologia,Médio,1
Projeto_816,5,865,17,Baixa,Médio,Industrial,Baixo,1
Projeto_817,9,473,8,Média,Baixo,Tecnologia,Médio,1
Projeto_818,6,322,28,Média,Baixo,Financeiro,Médio,1
Projeto_819,5,985,15,Baixa,Baixo,Industrial,Médio,0
Projeto_820,17,696,15,Baixa,Médio,Industrial,Médio,1
Projeto_821,10,874,13,Alta,Baixo,Industrial,Baixo,1
Projeto_822,5,569,2,Média,Médio,Educação,Médio,0
Projeto_823,9,177,2,Baixa,Médio,Industrial,Médio,0
Projeto_824,20,422,13,Média,Médio,Tecnologia,Médio,1
Projeto_825,13,617,21,Média,Alto,Tecnologia,Baixo,1
Projeto_826,13,687,22,Média,Alto,Financeiro,Alto,1
Projeto_827,19,208,16,Baixa,Médio,Saúde,Médio,0
Projeto_828,8,620,5,Alta,Baixo,Saúde,Médio,0
Projeto_829,10,619,8,Média,Médio,Educação,Médio,1
Projeto_830,3,701,17,Baixa,Médio,Industrial,Médio,1
Projeto_831,12,225,4,Média,Médio,Educação,Baixo,0
Projeto_832,21,976,8,Média,Médio,Financeiro,Médio,0
Projeto_833,5,669,25,Baixa,Baixo,Financeiro,Médio,1
Projeto_834,6,260,23,Baixa,Médio,Saúde,Médio,1
Projeto_835,13,496,7,Baixa,Baixo,Financeiro,Médio,0
Projeto_836,17,635,17,Alta,Médio,Industrial,Médio,1
Projeto_837,3,216,25,Baixa,Baixo,Tecnologia,Médio,1
Projeto_838,11,509,9,Média,Médio,Financeiro,Alto,1
Projeto_839,13,965,24,Alta,Baixo,Educação,Baixo,0
Projeto_840,21,406,23,Baixa,Médio,Industrial,Alto,0
Projeto_841,15,353,7,Alta,Médio,Financeiro,Baixo,1
Projeto_842,18,282,11,Alta,Baixo,Financeiro,Médio,0
Projeto_843,6,376,17,Alta,Médio,Industrial,Médio,1
Projeto_844,3,933,12,Baixa,Médio,Financeiro,Médio,1
